"","id","area","date","year","month","day","plot","survey_end","survey_length","observer","wind","cloud","rain","cipa_1","cipa_2","cipa_3","hele_1","hele_2","hele_3","liatris_1","liatris_2","liatris_3","puccoon_1","puccoon_2","puccoon_3","cipu_2","notes","num_obs","doy","hr.rise","sd.hour.rnd","HOURLYDRYBULBTEMPC","HOURLYWindSpeed","survey_effort","liatris1_num","liatris2_num","liatris3_num","obs_skill"
"30",866,"SNWR",2014-09-08,2014,9,8,14,"1650",30,"CES","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,250,10.5941272527642,2014-09-08 16:00:00,23.9,13,30,NA,NA,NA,1
"31",831,"SNWR",2014-07-10,2014,7,10,15,"1540",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,190,10.5487686183055,2014-07-10 15:00:00,28.9,10,30,NA,NA,NA,1
"32",848,"SNWR",2014-08-20,2014,8,20,15,"1157",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,231,6.09592450108793,2014-08-20 11:00:00,25.6,9,30,NA,NA,NA,1
"33",830,"SNWR",2014-07-10,2014,7,10,16,"1305",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,190,7.88210195163886,2014-07-10 12:00:00,27.8,6,30,NA,NA,NA,1
"34",895,"SNWR",2014-09-25,2014,9,25,16,"1605",30,"EPH","0 - No Wind","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,267,9.38132725159327,2014-09-25 15:00:00,26.7,10,30,NA,NA,NA,1
"35",790,"SNWR",2014-06-04,2014,6,4,17,"1533",30,"EPH","0 - No Wind","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,154,10.4705839695533,2014-06-04 15:00:00,27.2,7,60,NA,NA,NA,1
"36",887,"SNWR",2014-09-24,2014,9,24,17,"1456",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,266,8.35191473464171,2014-09-24 14:00:00,19.4,14,30,NA,NA,NA,1
"37",791,"SNWR",2014-06-04,2014,6,4,18,"1704",30,"CES","0 - No Wind","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,154,12.0039173028866,2014-06-04 16:00:00,26.7,0,60,NA,NA,NA,1
"38",889,"SNWR",2014-09-24,2014,9,24,18,"1650",30,"CES","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,266,10.2685814013084,2014-09-24 16:00:00,17.8,11,30,NA,NA,NA,1
"39",829,"SNWR",2014-07-10,2014,7,10,19,"1156",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,190,6.83210195163886,2014-07-10 11:00:00,27.2,9,30,NA,NA,NA,1
"40",888,"SNWR",2014-09-24,2014,9,24,19,"1558",30,"CES","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,266,9.33524806797504,2014-09-24 15:00:00,18.9,10,30,NA,NA,NA,1
"41",836,"SNWR",2014-07-15,2014,7,15,20,"1537",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,195,10.2758978574806,2014-07-15 15:00:00,21.7,10,30,NA,NA,NA,1
"42",891,"SNWR",2014-09-25,2014,9,25,20,"1441",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,267,8.08132725159327,2014-09-25 14:00:00,26.7,9,30,NA,NA,NA,1
"43",811,"SDSF",2014-06-26,2014,6,26,21,"1516",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","1","x","x","x","","","","","","","","",1,176,10.2933036358489,2014-06-26 15:00:00,28.3,10,30,NA,NA,NA,1
"44",880,"SDSF",2014-09-17,2014,9,17,21,"1400",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,259,7.57833751532767,2014-09-17 14:00:00,23.3,0,30,NA,NA,NA,1
"45",824,"SDSF",2014-07-08,2014,7,8,22,"1220",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,188,7.17516538944509,2014-07-08 12:00:00,23.9,20,30,NA,NA,NA,1
"46",876,"SDSF",2014-09-16,2014,9,16,22,"1606",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,258,9.68200019664235,2014-09-16 16:00:00,20.6,8,30,NA,NA,NA,1
"47",819,"SDSF",2014-06-25,2014,6,25,23,"1755",30,"EPH","0 - No Wind","3 - > 90% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,175,12.8329701803128,2014-06-25 17:00:00,19.4,5,60,NA,NA,NA,1
"48",840,"SDSF",2014-08-14,2014,8,14,23,"1426",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,225,8.6007954543829,2014-08-14 14:00:00,26.1,8,30,NA,NA,NA,1
"49",813,"SDSF",2014-06-23,2014,6,23,24,"1330",60,"CEs","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","12","1","7","x","x","x","","","","","","","","",1,173,7.76052478147878,2014-06-23 12:00:00,26.7,6,60,NA,NA,NA,1
"50",810,"SDSF",2014-08-19,2014,8,19,24,"1535",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","1","0","0","0","0","","","","","","","","",1,230,9.64954828672939,2014-08-19 15:00:00,27.8,8,30,NA,NA,NA,1
"51",826,"SDSF",2014-07-08,2014,7,8,25,"1452",30,"CES","2 - Moderate wind with gusts","1 - 10 to 50% cover","0 - No rain","1","0","0","x","x","x","","","","","","","","",1,188,9.79183205611176,2014-07-08 14:00:00,25,16,30,NA,NA,NA,1
"52",882,"SDSF",2014-09-23,2014,9,23,25,"1334",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,265,6.97245989633931,2014-09-23 13:00:00,22.8,14,30,NA,NA,NA,1
"53",820,"SDSF",2014-07-03,2014,7,3,26,"1202",30,"EPH","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","11","3","5","x","x","x","","","","","","","","",1,183,6.93330137292544,2014-07-03 11:00:00,23.9,5,30,NA,NA,NA,1
"54",850,"SDSF",2014-08-20,2014,8,20,26,"1353",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,231,8.0125911677546,2014-08-20 13:00:00,27.8,10,30,NA,NA,NA,1
"55",778,"SDSF",2014-05-28,2014,5,28,27,"1745",30,"EPH","0 - No Wind","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,147,12.6864466328753,2014-05-28 17:00:00,27.2,6,60,NA,NA,NA,1
"56",849,"SDSF",2014-08-20,2014,8,20,27,"1258",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,231,7.09592450108793,2014-08-20 12:00:00,27.2,8,30,NA,NA,NA,1
"57",779,"SDSF",2014-05-28,2014,5,28,28,"1830",30,"EPH","0 - No Wind","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,147,13.4697799662087,2014-05-28 18:00:00,26.7,5,60,NA,NA,NA,1
"58",894,"SDSF",2014-09-23,2014,9,23,28,"1800",30,"EPH","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,265,11.4557932296726,2014-09-23 18:00:00,21.1,8,30,NA,NA,NA,1
"59",825,"SDSF",2014-07-08,2014,7,8,29,"1346",30,"CES","2 - Moderate wind with gusts","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,188,8.67516538944509,2014-07-08 13:00:00,23.9,18,30,NA,NA,NA,1
"60",875,"SDSF",2014-09-16,2014,9,16,29,"1510",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,258,8.59866686330901,2014-09-16 15:00:00,20.6,10,30,NA,NA,NA,1
"61",780,"SDSF",2014-05-28,2014,5,28,30,"1844",30,"EPH","0 - No Wind","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,147,13.6864466328753,2014-05-28 18:00:00,26.7,5,60,NA,NA,NA,1
"62",841,"SDSF",2014-08-14,2014,8,14,30,"1520",30,"EPH","0 - No Wind","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,225,9.5507954543829,2014-08-14 15:00:00,26.7,10,30,NA,NA,NA,1
"63",821,"SDSF",2014-07-03,2014,7,3,31,"1250",30,"EPH","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,183,7.81663470625877,2014-07-03 12:00:00,23.9,0,30,NA,NA,NA,1
"64",893,"SDSF",2014-09-23,2014,9,23,31,"1642",30,"EPH","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,265,10.1557932296726,2014-09-23 16:00:00,22.8,15,30,NA,NA,NA,1
"65",781,"SDSF",2014-05-29,2014,5,29,32,"1035",60,"EPH","0 - No Wind","0 - < 10% cover","1 - Drizzle to light rain","0","0","0","x","x","x","","","","","","","","",1,148,5.06462752262751,2014-05-29 10:00:00,24.4,8,60,NA,NA,NA,1
"66",870,"SDSF",2014-09-08,2014,9,8,32,"1230",30,"EPH","2 - Moderate wind with gusts","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,250,5.92746058609751,2014-09-08 12:00:00,23.3,16,30,NA,NA,NA,1
"67",1089,"SDSF",2014-05-28,2014,5,28,33,"1315",30,"CES","0 - No Wind","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,147,8.13644663287534,2014-05-28 13:00:00,26.1,7,60,NA,NA,NA,1
"68",851,"SDSF",2014-08-25,2014,8,25,33,"1345",30,"CES","2 - Moderate wind with gusts","0 - < 10% cover","0 - No rain","0","0","0","1","0","10","","","","","","","","",1,236,7.81109382761849,2014-08-25 13:00:00,23.9,15,30,NA,NA,NA,1
"69",784,"SDSF",2014-05-29,2014,5,29,34,"1118",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","x","x","x","x","","","","","","","","",2,148,6.24796085596085,2014-05-29 11:00:00,26.1,9,60,NA,NA,NA,1
"70",873,"SDSF",2014-09-09,2014,9,9,34,"1500",30,"EPH","0 - No Wind","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,251,8.69055606239372,2014-09-09 14:00:00,21,9,30,NA,NA,NA,1
"71",785,"SDSF",2014-05-29,2014,5,29,35,"1153",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,148,6.84796085596085,2014-05-29 11:00:00,26.1,9,60,NA,NA,NA,1
"72",874,"SDSF",2014-09-09,2014,9,9,35,"1536",30,"EPH","0 - No Wind","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,251,9.32388939572705,2014-09-09 15:00:00,21,9,30,NA,NA,NA,1
"73",782,"SDSF",2014-05-29,2014,5,29,36,"955",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,148,4.89796085596085,2014-05-29 09:00:00,21.7,6,60,NA,NA,NA,1
"74",852,"SDSF",2014-08-25,2014,8,25,36,"1440",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,236,8.71109382761849,2014-08-25 14:00:00,23.9,15,30,NA,NA,NA,1
"75",783,"SDSF",2014-05-29,2014,5,29,37,"1034",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,148,5.51462752262751,2014-05-29 10:00:00,24.4,8,60,NA,NA,NA,1
"76",872,"SDSF",2014-09-09,2014,9,9,37,"1413",30,"EPH","0 - No Wind","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,251,7.89055606239372,2014-09-09 14:00:00,21,9,30,NA,NA,NA,1
"77",809,"SDSF",2014-06-26,2014,6,26,38,"1405",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","1","1","1","x","x","x","","","","","","","","",1,176,9.10997030251556,2014-06-26 14:00:00,27.2,11,30,NA,NA,NA,1
"78",857,"SDSF",2014-08-26,2014,8,26,38,"1124",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,237,5.40746573077308,2014-08-26 11:00:00,19.4,8,30,NA,NA,NA,1
"79",812,"SDSF",2014-06-26,2014,6,26,39,"1315",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,176,8.19330363584889,2014-06-26 13:00:00,26.7,11,30,NA,NA,NA,1
"80",881,"SDSF",2014-09-17,2014,9,17,39,"1515",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,259,8.79500418199433,2014-09-17 15:00:00,24.4,0,30,NA,NA,NA,1
"81",787,"SDSF",2014-06-03,2014,6,3,40,"1740",30,"EPH","0 - No Wind","2 - 50 to 90% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,153,12.529513934652,2014-06-03 17:00:00,22.8,6,60,NA,NA,NA,1
"82",883,"SDSF",2014-09-23,2014,9,23,40,"1517",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,265,7.73912656300598,2014-09-23 14:00:00,23.3,14,30,NA,NA,NA,1
"83",777,"SDSF",2014-05-28,2014,5,28,41,"1402",30,"EPH","0 - No Wind","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,147,8.98644663287534,2014-05-28 14:00:00,26.7,6,60,NA,NA,NA,1
"84",871,"SDSF",2014-09-09,2014,9,9,41,"1212",30,"EPH","0 - No Wind","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,251,5.84055606239372,2014-09-09 12:00:00,21,9,30,NA,NA,NA,1
"85",827,"SDSF",2014-07-08,2014,7,8,42,"1600",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,188,10.9251653894451,2014-07-08 16:00:00,22.8,10,30,NA,NA,NA,1
"86",844,"SDSF",2014-08-19,2014,8,19,42,"1228",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,230,6.63288162006272,2014-08-19 12:00:00,25.6,8,30,NA,NA,NA,1
"87",828,"SDSF",2014-07-08,2014,7,8,43,"1640",30,"CES","2 - Moderate wind with gusts","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,188,11.5918320561118,2014-07-08 16:00:00,22.8,10,30,NA,NA,NA,1
"88",845,"SDSF",2014-08-19,2014,8,19,43,"1330",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,230,7.63288162006272,2014-08-19 13:00:00,26.1,9,30,NA,NA,NA,1
"91",804,"SDSF",2014-06-18,2014,6,18,45,"1424",30,"EPH","1 - Light Breeze","3 - > 90% cover","0 - No rain","9","0","9","x","x","x","","","","","","","","",2,168,9.41033352216085,2014-06-18 14:00:00,24.4,11,60,NA,NA,NA,1
"92",853,"SDSF",2014-08-25,2014,8,25,45,"1536",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,236,9.62776049428516,2014-08-25 15:00:00,24.4,16,30,NA,NA,NA,1
"93",803,"SDSF",2014-06-18,2014,6,18,46,"1342",30,"EPH","0 - No Wind","3 - > 90% cover","0 - No rain","17","10","1","x","x","x","","","","","","","","",2,168,8.74366685549418,2014-06-18 13:00:00,23.9,14,60,NA,NA,NA,1
"95",854,"SDSF",2014-08-25,2014,8,25,46,"1622",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,236,10.3277604942852,2014-08-25 16:00:00,23.9,14,30,NA,NA,NA,1
"96",823,"SDSF",2014-07-03,2014,7,3,47,"1532",30,"EPH","0 - No Wind","2 - 50 to 90% cover","0 - No rain","3","3","0","x","x","x","","","","","","","","",1,183,10.4666347062588,2014-07-03 15:00:00,26.1,3,30,NA,NA,NA,1
"97",868,"SDSF",2014-09-09,2014,9,9,47,"1422",30,"CES","1 - Light Breeze","3 - > 90% cover","0 - No rain","1","0","0","0","0","0","","","","","","","","",1,251,8.10722272906039,2014-09-09 14:00:00,21,9,30,NA,NA,NA,1
"98",822,"SDSF",2014-07-03,2014,7,3,48,"1443",30,"EPH","0 - No Wind","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,183,9.69996803959211,2014-07-03 14:00:00,25.6,8,30,NA,NA,NA,1
"99",865,"SDSF",2014-09-08,2014,9,8,48,"1424",30,"CES","2 - Moderate wind with gusts","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,250,8.14412725276417,2014-09-08 14:00:00,23.3,16,30,NA,NA,NA,1
"100",814,"SDSF",2014-06-23,2014,6,23,49,"1453",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,173,9.92719144814544,2014-06-23 14:00:00,26.1,8,30,NA,NA,NA,1
"101",884,"SDSF",2014-09-23,2014,9,23,49,"1532",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,265,8.98912656300598,2014-09-23 15:00:00,23.9,14,30,NA,NA,NA,1
"102",816,"SDSF",2014-06-23,2014,6,23,50,"1625",30,"CES","0 - No Wind","2 - 50 to 90% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,173,11.4771914481454,2014-06-23 16:00:00,26.1,10,30,NA,NA,NA,1
"103",886,"SDSF",2014-09-23,2014,9,23,50,"1700",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,265,10.4557932296726,2014-09-23 17:00:00,21.7,10,30,NA,NA,NA,1
"104",815,"SDSF",2014-06-23,2014,6,23,51,"1540",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,173,10.7271914481454,2014-06-23 15:00:00,27.2,8,30,NA,NA,NA,1
"105",885,"SDSF",2014-09-23,2014,9,23,51,"1615",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,265,9.70579322967264,2014-09-23 16:00:00,22.8,15,30,NA,NA,NA,1
"106",807,"SDSF",2014-06-18,2014,6,18,52,"1717",30,"EPH","0 - No Wind","3 - > 90% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,168,12.2770001888275,2014-06-18 17:00:00,24.4,8,60,NA,NA,NA,1
"107",892,"SDSF",2014-09-25,2014,9,25,52,"1536",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,267,9.01466058492661,2014-09-25 15:00:00,26.7,10,30,NA,NA,NA,1
"108",834,"SDSF",2014-07-15,2014,7,15,53,"1318",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","7","7","x","x","x","","","","","","","","",1,195,8.07589785748058,2014-07-15 13:00:00,22.2,11,30,NA,NA,NA,1
"109",863,"SDSF",2014-09-08,2014,9,8,53,"1226",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,250,6.17746058609751,2014-09-08 12:00:00,23.3,16,30,NA,NA,NA,1
