"","plot","id.2014A","area.2014A","date.2014A","year.2014A","cipa_1.2014A","cipa_2.2014A","cipa_3.2014A","survey_effort.2014A","hr.rise.2014A","obs_skill.2014A","doy.2014A","HOURLYWindSpeed.2014A","HOURLYDRYBULBTEMPC.2014A","exclude.2014A","id.2014B","area.2014B","date.2014B","year.2014B","cipa_1.2014B","cipa_2.2014B","cipa_3.2014B","survey_effort.2014B","hr.rise.2014B","obs_skill.2014B","doy.2014B","HOURLYWindSpeed.2014B","HOURLYDRYBULBTEMPC.2014B","exclude.2014B","id.2015A","area.2015A","date.2015A","year.2015A","cipa_1.2015A","cipa_2.2015A","cipa_3.2015A","survey_effort.2015A","hr.rise.2015A","obs_skill.2015A","doy.2015A","HOURLYWindSpeed.2015A","HOURLYDRYBULBTEMPC.2015A","exclude.2015A","id.2015B","area.2015B","date.2015B","year.2015B","cipa_1.2015B","cipa_2.2015B","cipa_3.2015B","survey_effort.2015B","hr.rise.2015B","obs_skill.2015B","doy.2015B","HOURLYWindSpeed.2015B","HOURLYDRYBULBTEMPC.2015B","exclude.2015B","id.2015C","area.2015C","date.2015C","year.2015C","cipa_1.2015C","cipa_2.2015C","cipa_3.2015C","survey_effort.2015C","hr.rise.2015C","obs_skill.2015C","doy.2015C","HOURLYWindSpeed.2015C","HOURLYDRYBULBTEMPC.2015C","exclude.2015C","id.2015D","area.2015D","date.2015D","year.2015D","cipa_1.2015D","cipa_2.2015D","cipa_3.2015D","survey_effort.2015D","hr.rise.2015D","obs_skill.2015D","doy.2015D","HOURLYWindSpeed.2015D","HOURLYDRYBULBTEMPC.2015D","exclude.2015D","id.2015E","area.2015E","date.2015E","year.2015E","cipa_1.2015E","cipa_2.2015E","cipa_3.2015E","survey_effort.2015E","hr.rise.2015E","obs_skill.2015E","doy.2015E","HOURLYWindSpeed.2015E","HOURLYDRYBULBTEMPC.2015E","exclude.2015E","id.2015F","area.2015F","date.2015F","year.2015F","cipa_1.2015F","cipa_2.2015F","cipa_3.2015F","survey_effort.2015F","hr.rise.2015F","obs_skill.2015F","doy.2015F","HOURLYWindSpeed.2015F","HOURLYDRYBULBTEMPC.2015F","exclude.2015F","id.2016A","area.2016A","date.2016A","year.2016A","cipa_1.2016A","cipa_2.2016A","cipa_3.2016A","survey_effort.2016A","hr.rise.2016A","obs_skill.2016A","doy.2016A","HOURLYWindSpeed.2016A","HOURLYDRYBULBTEMPC.2016A","exclude.2016A","id.2016B","area.2016B","date.2016B","year.2016B","cipa_1.2016B","cipa_2.2016B","cipa_3.2016B","survey_effort.2016B","hr.rise.2016B","obs_skill.2016B","doy.2016B","HOURLYWindSpeed.2016B","HOURLYDRYBULBTEMPC.2016B","exclude.2016B","id.2016C","area.2016C","date.2016C","year.2016C","cipa_1.2016C","cipa_2.2016C","cipa_3.2016C","survey_effort.2016C","hr.rise.2016C","obs_skill.2016C","doy.2016C","HOURLYWindSpeed.2016C","HOURLYDRYBULBTEMPC.2016C","exclude.2016C","id.2016D","area.2016D","date.2016D","year.2016D","cipa_1.2016D","cipa_2.2016D","cipa_3.2016D","survey_effort.2016D","hr.rise.2016D","obs_skill.2016D","doy.2016D","HOURLYWindSpeed.2016D","HOURLYDRYBULBTEMPC.2016D","exclude.2016D"
"24",11,862,"SNWR",2014-08-26,2014,"0","0","0",30,11.7574657307731,1,237,6,21.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,"SNWR",2015-05-27,2015,"0","0","0",30,4.53788298361831,1,146,7,20,"F",972,"SNWR",2015-06-25,2015,"0","0","0",30,7.68434660891692,1,175,8,25,"F",1023,"SNWR",2015-08-17,2015,"0","0","0",30,6.64499495665232,1,228,6,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,"SNWR",2016-06-09,2016,"0","0","0",30,9.73477691319254,1,160,10,26.1,"F",1212,"SNWR",2016-08-18,2016,"0","0","0",30,6.45936419301563,0,230,11,25,"F",1186,"SNWR",2016-08-24,2016,"0","0","0",30,4.60426098326842,1,236,13,25,"F",1211,"SNWR",2016-08-24,2016,"0","2","0",30,8.45426098326842,0,236,15,25,"T"
"25",12,789,"SNWR",2014-06-04,2014,"0","4","3",60,5.53725063621998,1,154,7,23.9,"F",856,"SNWR",2014-08-25,2014,"0","0","0",30,12.3444271609518,1,236,14,22.2,"F",942,"SNWR",2015-06-08,2015,"0","0","0",30,7.61044551253319,1,158,8,24.4,"F",973,"SNWR",2015-06-25,2015,"0","0","0",30,8.93434660891692,1,175,7,25.6,"F",1024,"SNWR",2015-08-17,2015,"4","0","3",30,7.51166162331899,1,228,7,23.3,"F",1037,"SNWR",2015-08-25,2015,"0","3","11",30,8.48267431961166,1,236,11,21.7,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145,"SNWR",2016-05-21,2016,"0","3","1",30,6.03052528070079,1,141,9,23.9,"F",1176,"SNWR",2016-08-22,2016,"0","1","0",30,4.86152494490147,1,234,20,22.8,"F",1213,"SNWR",2016-09-01,2016,"0","0","0",30,4.64205741471714,0,244,7,20.6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",13,788,"SNWR",2014-06-04,2014,"0","0","0",60,4.88725063621998,1,154,7,23.3,"F",879,"SNWR",2014-09-17,2014,"0","0","0",30,5.94500418199433,1,259,0,22.2,"F",896,"SNWR",2015-05-13,2015,"0","0","0",30,7.22345072872109,1,132,18,13.9,"F",1000,"SNWR",2015-08-11,2015,"0","0","0",30,5.33274464865526,1,222,8,24.4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154,"SNWR",2016-06-07,2016,"0","0","0",30,12.1258378371265,1,158,13,21.7,"F",1184,"SNWR",2016-08-23,2016,"0","0","0",30,10.8412255250745,1,235,13,26.7,"F",1214,"SNWR",2016-08-25,2016,"0","0","0",30,5.23396615935696,0,237,17,19.4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",14,832,"SNWR",2014-07-10,2014,"0","0","0",30,11.3987686183055,1,190,9,28.9,"F",866,"SNWR",2014-09-08,2014,"0","0","0",30,10.5941272527642,1,250,13,23.9,"F",959,"SNWR",2015-06-15,2015,"0","0","0",30,13.4624533257882,1,165,11,22.8,"F",1012,"SNWR",2015-08-13,2015,"0","0","0",30,5.02584398057726,1,224,9,25,"F",1051,"SNWR",2015-08-21,2015,"0","0","0",30,7.01387101531029,1,232,13,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,"SNWR",2016-06-07,2016,"1","1","0",30,11.3591711704599,1,158,8,21.1,"F",1182,"SNWR",2016-08-23,2016,"0","0","0",30,7.97455885840787,1,235,15,27.8,"F",1272,"SNWR",2016-09-02,2016,"0","0","0",30,9.72180931852924,1,245,17,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",15,831,"SNWR",2014-07-10,2014,"0","0","0",30,10.5487686183055,1,190,10,28.9,"F",848,"SNWR",2014-08-20,2014,"0","0","0",30,6.09592450108793,1,231,9,25.6,"F",921,"SNWR",2015-06-01,2015,"0","0","0",30,11.4264264062378,1,151,7,20.6,"F",1046,"SNWR",2015-08-17,2015,"0","0","0",30,5.82832828998566,1,228,8,22.2,"F",1050,"SNWR",2015-08-21,2015,"0","0","0",30,5.76387101531029,1,232,11,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143,"SNWR",2016-05-19,2016,"0","0","0",30,9.89819461213218,1,139,15,22.8,"F",1273,"SNWR",2016-09-02,2016,"0","0","0",30,10.8884759851959,1,245,16,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",16,830,"SNWR",2014-07-10,2014,"0","0","0",30,7.88210195163886,1,190,6,27.8,"F",895,"SNWR",2014-09-25,2014,"0","0","0",30,9.38132725159327,1,267,10,26.7,"F",937,"SNWR",2015-06-18,2015,"0","0","0",30,7.7439908557468,1,168,7,21.7,"F",1047,"SNWR",2015-08-17,2015,"0","0","0",30,7.14499495665232,1,228,6,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215,"SNWR",2016-08-23,2016,"0","0","0",60,11.3912255250745,0,235,17,26.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",17,790,"SNWR",2014-06-04,2014,"0","0","0",60,10.4705839695533,1,154,7,27.2,"F",887,"SNWR",2014-09-24,2014,"0","0","0",30,8.35191473464171,1,266,14,19.4,"F",962,"SNWR",2015-06-16,2015,"0","0","0",30,7.07916848580042,1,166,5,19.4,"F",1025,"SNWR",2015-08-17,2015,"0","0","0",30,8.84499495665232,1,228,8,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,"SNWR",2016-06-23,2016,"0","0","0",30,5.64116669674714,1,174,9,18.9,"F",1192,"SNWR",2016-08-26,2016,"0","0","0",30,5.48034227715598,1,238,7,20.6,"F",1263,"SNWR",2016-09-01,2016,"0","0","0",30,6.07539074805048,1,244,7,22.2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",18,791,"SNWR",2014-06-04,2014,"0","0","0",60,12.0039173028866,1,154,0,26.7,"F",889,"SNWR",2014-09-24,2014,"0","0","0",30,10.2685814013084,1,266,11,17.8,"F",963,"SNWR",2015-06-16,2015,"0","0","0",30,8.69583515246709,1,166,3,18.3,"F",1026,"SNWR",2015-08-17,2015,"0","0","0",30,10.2949949566523,1,228,0,17.2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161,"SNWR",2016-06-16,2016,"0","0","0",30,5.87872510307365,1,167,7,18.9,"F",1193,"SNWR",2016-08-26,2016,"0","0","0",30,6.71367561048932,1,238,6,21.1,"F",1201,"SNWR",2016-09-04,2016,"0","0","0",30,5.16466067665153,1,247,15,20,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",19,829,"SNWR",2014-07-10,2014,"0","0","0",30,6.83210195163886,1,190,9,27.2,"F",888,"SNWR",2014-09-24,2014,"0","0","0",30,9.33524806797504,1,266,10,18.9,"F",961,"SNWR",2015-06-16,2015,"0","0","0",30,6.12916848580043,1,166,0,18.9,"F",1014,"SNWR",2015-08-13,2015,"1","0","0",30,7.74251064724392,1,224,9,26.1,"F",1041,"SNWR",2015-08-26,2015,"5","0","0",30,9.49571295539538,1,237,3,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144,"SNWR",2016-05-19,2016,"0","0","0",30,11.0148612787988,1,139,17,23.3,"F",1262,"SNWR",2016-09-01,2016,"0","0","0",30,4.85872408138381,1,244,7,20.6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",20,836,"SNWR",2014-07-15,2014,"0","0","0",30,10.2758978574806,1,195,10,21.7,"F",891,"SNWR",2014-09-25,2014,"0","0","0",30,8.08132725159327,1,267,9,26.7,"F",969,"SNWR",2015-06-22,2015,"0","0","0",30,10.2493313066165,1,172,20,25.6,"F",1079,"SNWR",2015-08-13,2015,"0","0","0",60,9.95917731391059,0,224,6,26.1,"F",1066,"SNWR",2015-09-15,2015,"0","0","0",30,9.67391217211882,1,257,21,28.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,"SNWR",2016-06-13,2016,"0","0","0",30,5.61143591827816,1,164,9,18.3,"F",1216,"SNWR",2016-08-22,2016,"0","0","3",30,5.52819161156813,0,234,16,23.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",21,811,"SDSF",2014-06-26,2014,"0","0","1",30,10.2933036358489,1,176,10,28.3,"F",880,"SDSF",2014-09-17,2014,"0","0","0",30,7.57833751532767,1,259,0,23.3,"F",907,"SDSF",2015-05-21,2015,"0","0","0",30,7.78525692224503,1,140,11,20,"F",1018,"SDSF",2015-08-15,2015,"0","0","0",30,4.58546987169319,1,226,10,28.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155,"SDSF",2016-06-07,2016,"0","0","0",30,12.3925045037932,1,158,13,21.7,"F",1218,"SDSF",2016-08-17,2016,"0","0","0",30,9.69630486375756,0,229,3,27.2,"F",1217,"SDSF",2016-08-25,2016,"0","0","0",30,6.05063282602363,0,237,15,20,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",22,824,"SDSF",2014-07-08,2014,"0","0","0",30,7.17516538944509,1,188,20,23.9,"F",876,"SDSF",2014-09-16,2014,"0","0","0",30,9.68200019664235,1,258,8,20.6,"F",916,"SDSF",2015-05-28,2015,"0","0","0",30,7.76681940827105,1,147,23,27.2,"F",985,"SDSF",2015-08-17,2015,"0","0","0",30,9.71166162331899,1,228,5,20.6,"F",1086,"SDSF",2015-08-21,2015,"0","0","0",60,5.96387101531029,0,232,11,21.7,"F",1039,"SDSF",2015-08-25,2015,"0","0","0",30,10.3826743196117,1,236,10,22.8,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,"SDSF",2016-06-15,2016,"0","0","0",30,12.1958343938986,1,166,10,21.7,"F",1219,"SDSF",2016-08-17,2016,"0","0","0",30,6.94630486375756,0,229,0,26.7,"F",1259,"SDSF",2016-08-30,2016,"0","0","0",30,8.84923794892099,1,242,6,25,"F",1202,"SDSF",2016-09-04,2016,"0","0","0",30,6.74799400998486,1,247,18,21.1,"T"
"47",23,819,"SDSF",2014-06-25,2014,"0","0","0",60,12.8329701803128,1,175,5,19.4,"F",840,"SDSF",2014-08-14,2014,"0","0","0",30,8.6007954543829,1,225,8,26.1,"F",920,"SDSF",2015-06-01,2015,"1","0","0",30,9.92642640623781,1,151,14,19.4,"F",1080,"SDSF",2015-08-13,2015,"0","0","0",60,7.95917731391059,0,224,9,26.1,"F",1060,"SDSF",2015-09-02,2015,"0","0","0",30,10.8038087807761,1,244,6,24.4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,"SDSF",2016-08-17,2016,"0","0","0",30,5.96297153042422,0,229,0,25,"F",1190,"SDSF",2016-08-24,2016,"0","0","0",30,9.95426098326842,1,236,11,24.4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",24,813,"SDSF",2014-06-23,2014,"12","1","7",60,7.76052478147878,1,173,6,26.7,"F",810,"SDSF",2014-08-19,2014,"0","1","0",30,9.64954828672939,1,230,8,27.8,"F",917,"SDSF",2015-05-28,2015,"0","0","11",30,9.96681940827105,1,147,18,26.7,"F",979,"SDSF",2015-08-12,2015,"2","0","0",60,10.7793145173788,1,223,17,28.9,"F",1072,"SDSF",2015-08-17,2015,"0","0","0",60,8.02832828998566,0,228,7,23.3,"F",1038,"SDSF",2015-08-25,2015,"2","3","0",30,9.46600765294499,1,236,13,22.8,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146,"SDSF",2016-05-21,2016,"0","2","0",30,6.99719194736746,1,141,6,24.4,"F",1221,"SDSF",2016-08-26,2016,"6","1","0",30,6.09700894382265,0,238,6,21.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",25,826,"SDSF",2014-07-08,2014,"1","0","0",30,9.79183205611176,1,188,16,25,"F",882,"SDSF",2014-09-23,2014,"0","0","0",30,6.97245989633931,1,265,14,22.8,"F",905,"SDSF",2015-05-20,2015,"0","0","0",30,10.9356157534652,1,139,7,16.1,"F",978,"SDSF",2015-08-12,2015,"0","0","0",60,9.92931451737881,1,223,11,28.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,"SDSF",2016-05-21,2016,"1","0","0",30,8.04719194736746,1,141,8,25,"F",1222,"SDSF",2016-08-23,2016,"0","0","0",30,9.14122552507454,0,235,14,27.2,"F",1199,"SDSF",2016-09-03,2016,"1","0","0",30,8.38489959147241,1,246,20,23.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",26,820,"SDSF",2014-07-03,2014,"11","3","5",30,6.93330137292544,1,183,5,23.9,"F",850,"SDSF",2014-08-20,2014,"0","0","0",30,8.0125911677546,1,231,10,27.8,"F",915,"SDSF",2015-05-28,2015,"2","0","0",30,6.95015274160438,1,147,18,26.7,"F",1075,"SDSF",2015-08-17,2015,"0","0","0",60,9.54499495665232,0,228,5,20.6,"F",1061,"SDSF",2015-09-16,2015,"0","0","0",30,6.35360801908705,1,258,13,25.6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150,"SDSF",2016-05-26,2016,"0","0","0",30,8.40143191933632,1,146,13,25,"F",1162,"SDSF",2016-08-17,2016,"11","0","0",30,8.37963819709089,1,229,3,27.2,"F",1223,"SDSF",2016-08-30,2016,"4","2","0",60,6.31590461558766,1,242,7,23.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",27,778,"SDSF",2014-05-28,2014,"0","0","0",60,12.6864466328753,1,147,6,27.2,"F",849,"SDSF",2014-08-20,2014,"0","0","0",30,7.09592450108793,1,231,8,27.2,"F",904,"SDSF",2015-05-20,2015,"0","0","0",30,10.1189490867986,1,139,8,15,"F",975,"SDSF",2015-07-02,2015,"0","0","0",30,9.079132302271,1,182,7,24.4,"F",1022,"SDSF",2015-08-15,2015,"0","0","0",30,9.26880320502652,1,226,13,30.6,"F",1085,"SDSF",2015-08-21,2015,"0","0","0",60,5.33053768197695,0,232,11,21.7,"T",997,"SDSF",2015-08-26,2015,"0","0","0",60,7.19571295539538,1,237,0,21.7,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151,"SDSF",2016-05-26,2016,"0","0","0",30,9.03476525266965,1,146,18,26.1,"F",1163,"SDSF",2016-08-17,2016,"0","0","0",30,7.02963819709089,1,229,0,26.7,"F",1191,"SDSF",2016-08-30,2016,"0","0","0",30,7.88257128225433,1,242,5,23.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",28,779,"SDSF",2014-05-28,2014,"0","0","0",60,13.4697799662087,1,147,5,26.7,"F",894,"SDSF",2014-09-23,2014,"0","0","0",30,11.4557932296726,1,265,8,21.1,"F",952,"SDSF",2015-06-10,2015,"0","0","0",30,8.76906570295493,1,160,6,24.4,"F",989,"SDSF",2015-08-20,2015,"0","0","0",30,9.15083193143209,1,231,13,22.8,"F",1040,"SDSF",2015-08-26,2015,"0","0","0",30,6.06237962206205,1,237,6,21.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149,"SDSF",2016-05-26,2016,"0","0","0",30,7.51809858600299,1,146,11,23.3,"F",1224,"SDSF",2016-08-26,2016,"0","1","0",30,8.58034227715598,0,238,6,22.2,"F",1266,"SDSF",2016-09-01,2016,"0","0","0",30,10.8253907480505,1,244,7,23.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",29,825,"SDSF",2014-07-08,2014,"0","0","0",30,8.67516538944509,1,188,18,23.9,"F",875,"SDSF",2014-09-16,2014,"0","0","0",30,8.59866686330901,1,258,10,20.6,"F",960,"SDSF",2015-06-16,2015,"0","0","0",30,4.89583515246709,1,166,6,16.7,"F",1043,"SDSF",2015-08-14,2015,"0","0","0",30,9.77233851095041,1,225,0,32.2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,"SDSF",2016-06-15,2016,"0","0","0",30,11.229167727232,1,166,15,21.1,"F",1225,"SDSF",2016-08-24,2016,"0","0","0",30,7.02092764993509,0,236,14,26.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",30,780,"SDSF",2014-05-28,2014,"0","0","0",60,13.6864466328753,1,147,5,26.7,"F",841,"SDSF",2014-08-14,2014,"0","0","0",30,9.5507954543829,1,225,10,26.7,"F",900,"SDSF",2015-05-19,2015,"0","0","0",30,12.5020983170138,1,138,7,13.9,"F",971,"SDSF",2015-06-22,2015,"0","0","0",30,12.3993313066165,1,172,21,24.4,"F",1074,"SDSF",2015-08-17,2015,"0","0","0",60,8.67832828998566,0,228,8,21.7,"F",1059,"SDSF",2015-09-02,2015,"0","0","0",30,10.2204754474428,1,244,6,24.4,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179,"SDSF",2016-08-22,2016,"0","0","0",30,9.4948582782348,1,234,21,27.8,"F",1226,"SDSF",2016-08-25,2016,"0","0","0",30,7.3672994926903,0,237,15,20.6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",31,821,"SDSF",2014-07-03,2014,"0","0","0",30,7.81663470625877,1,183,0,23.9,"F",893,"SDSF",2014-09-23,2014,"0","0","0",30,10.1557932296726,1,265,15,22.8,"F",981,"SDSF",2015-08-13,2015,"0","0","0",30,7.59251064724392,1,224,9,26.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1142,"SDSF",2016-05-17,2016,"0","0","0",30,13.2803679526514,1,137,5,15.6,"F",1227,"SDSF",2016-08-17,2016,"0","0","2",30,7.96297153042422,0,229,5,27.2,"F",1228,"SDSF",2016-09-01,2016,"0","0","0",30,9.24205741471715,0,244,7,23.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",32,781,"SDSF",2014-05-29,2014,"0","0","0",60,5.06462752262751,1,148,8,24.4,"F",870,"SDSF",2014-09-08,2014,"0","0","0",30,5.92746058609751,1,250,16,23.3,"F",918,"SDSF",2015-05-31,2015,"0","0","0",30,8.63329127927621,1,150,9,14.4,"F",1081,"SDSF",2015-08-13,2015,"0","0","0",60,7.22584398057726,0,224,9,27.2,"F",990,"SDSF",2015-08-21,2015,"0","0","0",60,5.13053768197695,1,232,11,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,"SDSF",2016-08-24,2016,"0","0","0",30,8.50426098326842,1,236,15,25,"F",1229,"SDSF",2016-08-30,2016,"0","0","0",30,9.21590461558766,0,242,8,25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
